time_s,time_min,voltage_V,soc_pct,temperature_C,relay_closed,fault_overvoltage,fault_undervoltage,fault_overtemp,current_A
1816,30.27,3.8008,74.76,25.067,1,0,0,0,1.5
1817,30.28,3.8008,74.75,25.067,1,0,0,0,1.5
1818,30.3,3.8007,74.74,25.067,1,0,0,0,1.5
1819,30.32,3.8006,74.72,25.067,1,0,0,0,1.5
1820,30.33,3.8005,74.71,25.067,1,0,0,0,1.5
1821,30.35,3.8004,74.69,25.067,1,0,0,0,1.5
1822,30.37,3.8003,74.68,25.067,1,0,0,0,1.5
1823,30.38,3.8002,74.67,25.067,1,0,0,0,1.5
1824,30.4,3.8001,74.65,25.067,1,0,0,0,1.5
1825,30.42,3.8,74.64,25.067,1,0,0,0,1.5
1826,30.43,3.7999,74.63,25.067,1,0,0,0,1.5
1827,30.45,3.7998,74.61,25.067,1,0,0,0,1.5
1828,30.47,3.7997,74.6,25.067,1,0,0,0,1.5
1829,30.48,3.7996,74.58,25.067,1,0,0,0,1.5
1830,30.5,3.7995,74.57,25.067,1,0,0,0,1.5
1831,30.52,3.7994,74.56,25.067,1,0,0,0,1.5
1832,30.53,3.7993,74.54,25.067,1,0,0,0,1.5
1833,30.55,3.7992,74.53,25.067,1,0,0,0,1.5
1834,30.57,3.7991,74.51,25.067,1,0,0,0,1.5
1835,30.58,3.799,74.5,25.067,1,0,0,0,1.5
1836,30.6,3.7989,74.49,25.067,1,0,0,0,1.5
1837,30.62,3.7988,74.47,25.067,1,0,0,0,1.5
1838,30.63,3.7987,74.46,25.067,1,0,0,0,1.5
1839,30.65,3.7986,74.44,25.067,1,0,0,0,1.5
1840,30.67,3.7985,74.43,25.067,1,0,0,0,1.5
1841,30.68,3.7984,74.42,25.067,1,0,0,0,1.5
1842,30.7,3.7983,74.4,25.067,1,0,0,0,1.5
1843,30.72,3.7982,74.39,25.067,1,0,0,0,1.5
1844,30.73,3.7981,74.38,25.067,1,0,0,0,1.5
1845,30.75,3.798,74.36,25.067,1,0,0,0,1.5
1846,30.77,3.7979,74.35,25.067,1,0,0,0,1.5
1847,30.78,3.7978,74.33,25.067,1,0,0,0,1.5
1848,30.8,3.7977,74.32,25.067,1,0,0,0,1.5
1849,30.82,3.7976,74.31,25.067,1,0,0,0,1.5
1850,30.83,3.7975,74.29,25.067,1,0,0,0,1.5
1851,30.85,3.7974,74.28,25.067,1,0,0,0,1.5
1852,30.87,3.7973,74.26,25.067,1,0,0,0,1.5
1853,30.88,3.7973,74.25,25.067,1,0,0,0,1.5
1854,30.9,3.7972,74.24,25.067,1,0,0,0,1.5
1855,30.92,3.7971,74.22,25.067,1,0,0,0,1.5
1856,30.93,3.797,74.21,25.067,1,0,0,0,1.5
1857,30.95,3.7969,74.19,25.067,1,0,0,0,1.5
1858,30.97,3.7968,74.18,25.067,1,0,0,0,1.5
1859,30.98,3.7967,74.17,25.067,1,0,0,0,1.5
1860,31.0,3.7966,74.15,25.067,1,0,0,0,1.5
1861,31.02,3.7965,74.14,25.067,1,0,0,0,1.5
1862,31.03,3.7964,74.13,25.067,1,0,0,0,1.5
1863,31.05,3.7963,74.11,25.067,1,0,0,0,1.5
1864,31.07,3.7962,74.1,25.067,1,0,0,0,1.5
1865,31.08,3.7961,74.08,25.067,1,0,0,0,1.5
1866,31.1,3.796,74.07,25.067,1,0,0,0,1.5
1867,31.12,3.7959,74.06,25.067,1,0,0,0,1.5
1868,31.13,3.7958,74.04,25.067,1,0,0,0,1.5
1869,31.15,3.7957,74.03,25.067,1,0,0,0,1.5
1870,31.17,3.7956,74.01,25.067,1,0,0,0,1.5
1871,31.18,3.7955,74.0,25.067,1,0,0,0,1.5
1872,31.2,3.7954,73.99,25.067,1,0,0,0,1.5
1873,31.22,3.7953,73.97,25.067,1,0,0,0,1.5
1874,31.23,3.7952,73.96,25.067,1,0,0,0,1.5
1875,31.25,3.7951,73.94,25.067,1,0,0,0,1.5
1876,31.27,3.795,73.93,25.067,1,0,0,0,1.5
1877,31.28,3.7949,73.92,25.067,1,0,0,0,1.5
1878,31.3,3.7948,73.9,25.067,1,0,0,0,1.5
1879,31.32,3.7947,73.89,25.067,1,0,0,0,1.5
1880,31.33,3.7946,73.88,25.067,1,0,0,0,1.5
1881,31.35,3.7945,73.86,25.067,1,0,0,0,1.5
1882,31.37,3.7944,73.85,25.067,1,0,0,0,1.5
1883,31.38,3.7943,73.83,25.067,1,0,0,0,1.5
1884,31.4,3.7942,73.82,25.067,1,0,0,0,1.5
1885,31.42,3.7941,73.81,25.067,1,0,0,0,1.5
1886,31.43,3.794,73.79,25.067,1,0,0,0,1.5
1887,31.45,3.7939,73.78,25.067,1,0,0,0,1.5
1888,31.47,3.7938,73.76,25.067,1,0,0,0,1.5
1889,31.48,3.7938,73.75,25.067,1,0,0,0,1.5
1890,31.5,3.7937,73.74,25.067,1,0,0,0,1.5
1891,31.52,3.7936,73.72,25.067,1,0,0,0,1.5
1892,31.53,3.7935,73.71,25.067,1,0,0,0,1.5
1893,31.55,3.7934,73.69,25.067,1,0,0,0,1.5
1894,31.57,3.7933,73.68,25.067,1,0,0,0,1.5
1895,31.58,3.7932,73.67,25.067,1,0,0,0,1.5
1896,31.6,3.7931,73.65,25.067,1,0,0,0,1.5
1897,31.62,3.793,73.64,25.067,1,0,0,0,1.5
1898,31.63,3.7929,73.63,25.067,1,0,0,0,1.5
1899,31.65,3.7928,73.61,25.067,1,0,0,0,1.5
1900,31.67,3.7927,73.6,25.067,1,0,0,0,1.5
1901,31.68,3.7926,73.58,25.067,1,0,0,0,1.5
1902,31.7,3.7925,73.57,25.067,1,0,0,0,1.5
1903,31.72,3.7924,73.56,25.067,1,0,0,0,1.5
1904,31.73,3.7923,73.54,25.067,1,0,0,0,1.5
1905,31.75,3.7922,73.53,25.067,1,0,0,0,1.5
1906,31.77,3.7921,73.51,25.067,1,0,0,0,1.5
1907,31.78,3.792,73.5,25.067,1,0,0,0,1.5
1908,31.8,3.7919,73.49,25.067,1,0,0,0,1.5
1909,31.82,3.7918,73.47,25.067,1,0,0,0,1.5
1910,31.83,3.7917,73.46,25.067,1,0,0,0,1.5
1911,31.85,3.7916,73.44,25.067,1,0,0,0,1.5
1912,31.87,3.7915,73.43,25.067,1,0,0,0,1.5
1913,31.88,3.7914,73.42,25.067,1,0,0,0,1.5
1914,31.9,3.7913,73.4,25.067,1,0,0,0,1.5
1915,31.92,3.7912,73.39,25.067,1,0,0,0,1.5
1916,31.93,3.7911,73.38,25.067,1,0,0,0,1.5
1917,31.95,3.791,73.36,25.067,1,0,0,0,1.5
1918,31.97,3.7909,73.35,25.067,1,0,0,0,1.5
1919,31.98,3.7908,73.33,25.067,1,0,0,0,1.5
1920,32.0,3.7907,73.32,25.067,1,0,0,0,1.5
1921,32.02,3.7906,73.31,25.067,1,0,0,0,1.5
1922,32.03,3.7905,73.29,25.067,1,0,0,0,1.5
1923,32.05,3.7904,73.28,25.067,1,0,0,0,1.5
1924,32.07,3.7903,73.26,25.067,1,0,0,0,1.5
1925,32.08,3.7903,73.25,25.067,1,0,0,0,1.5
1926,32.1,3.7902,73.24,25.067,1,0,0,0,1.5
1927,32.12,3.7901,73.22,25.067,1,0,0,0,1.5
1928,32.13,3.79,73.21,25.067,1,0,0,0,1.5
1929,32.15,3.7899,73.19,25.067,1,0,0,0,1.5
1930,32.17,3.7898,73.18,25.067,1,0,0,0,1.5
1931,32.18,3.7897,73.17,25.067,1,0,0,0,1.5
1932,32.2,3.7896,73.15,25.067,1,0,0,0,1.5
1933,32.22,3.7895,73.14,25.067,1,0,0,0,1.5
1934,32.23,3.7894,73.13,25.067,1,0,0,0,1.5
1935,32.25,3.7893,73.11,25.067,1,0,0,0,1.5
1936,32.27,3.7892,73.1,25.067,1,0,0,0,1.5
1937,32.28,3.7891,73.08,25.067,1,0,0,0,1.5
1938,32.3,3.789,73.07,25.067,1,0,0,0,1.5
1939,32.32,3.7889,73.06,25.067,1,0,0,0,1.5
1940,32.33,3.7888,73.04,25.067,1,0,0,0,1.5
1941,32.35,3.7887,73.03,25.067,1,0,0,0,1.5
1942,32.37,3.7886,73.01,25.067,1,0,0,0,1.5
1943,32.38,3.7885,73.0,25.067,1,0,0,0,1.5
1944,32.4,3.7884,72.99,25.067,1,0,0,0,1.5
1945,32.42,3.7883,72.97,25.067,1,0,0,0,1.5
1946,32.43,3.7882,72.96,25.067,1,0,0,0,1.5
1947,32.45,3.7881,72.94,25.067,1,0,0,0,1.5
1948,32.47,3.788,72.93,25.067,1,0,0,0,1.5
1949,32.48,3.7879,72.92,25.067,1,0,0,0,1.5
1950,32.5,3.7878,72.9,25.067,1,0,0,0,1.5
1951,32.52,3.7877,72.89,25.067,1,0,0,0,1.5
1952,32.53,3.7876,72.88,25.067,1,0,0,0,1.5
1953,32.55,3.7875,72.86,25.067,1,0,0,0,1.5
1954,32.57,3.7874,72.85,25.067,1,0,0,0,1.5
1955,32.58,3.7873,72.83,25.067,1,0,0,0,1.5
1956,32.6,3.7872,72.82,25.067,1,0,0,0,1.5
1957,32.62,3.7871,72.81,25.067,1,0,0,0,1.5
1958,32.63,3.787,72.79,25.067,1,0,0,0,1.5
1959,32.65,3.7869,72.78,25.067,1,0,0,0,1.5
1960,32.67,3.7868,72.76,25.067,1,0,0,0,1.5
1961,32.68,3.7868,72.75,25.067,1,0,0,0,1.5
1962,32.7,3.7867,72.74,25.067,1,0,0,0,1.5
1963,32.72,3.7866,72.72,25.067,1,0,0,0,1.5
1964,32.73,3.7865,72.71,25.067,1,0,0,0,1.5
1965,32.75,3.7864,72.69,25.067,1,0,0,0,1.5
1966,32.77,3.7863,72.68,25.067,1,0,0,0,1.5
1967,32.78,3.7862,72.67,25.067,1,0,0,0,1.5
1968,32.8,3.7861,72.65,25.067,1,0,0,0,1.5
1969,32.82,3.786,72.64,25.067,1,0,0,0,1.5
1970,32.83,3.7859,72.63,25.067,1,0,0,0,1.5
1971,32.85,3.7858,72.61,25.067,1,0,0,0,1.5
1972,32.87,3.7857,72.6,25.067,1,0,0,0,1.5
1973,32.88,3.7856,72.58,25.067,1,0,0,0,1.5
1974,32.9,3.7855,72.57,25.067,1,0,0,0,1.5
1975,32.92,3.7854,72.56,25.067,1,0,0,0,1.5
1976,32.93,3.7853,72.54,25.067,1,0,0,0,1.5
1977,32.95,3.7852,72.53,25.067,1,0,0,0,1.5
1978,32.97,3.7851,72.51,25.067,1,0,0,0,1.5
1979,32.98,3.785,72.5,25.067,1,0,0,0,1.5
1980,33.0,3.7849,72.49,25.067,1,0,0,0,1.5
1981,33.02,3.7848,72.47,25.067,1,0,0,0,1.5
1982,33.03,3.7847,72.46,25.067,1,0,0,0,1.5
1983,33.05,3.7846,72.44,25.067,1,0,0,0,1.5
1984,33.07,3.7845,72.43,25.067,1,0,0,0,1.5
1985,33.08,3.7844,72.42,25.067,1,0,0,0,1.5
1986,33.1,3.7843,72.4,25.067,1,0,0,0,1.5
1987,33.12,3.7842,72.39,25.067,1,0,0,0,1.5
1988,33.13,3.7841,72.38,25.067,1,0,0,0,1.5
1989,33.15,3.784,72.36,25.067,1,0,0,0,1.5
1990,33.17,3.7839,72.35,25.067,1,0,0,0,1.5
1991,33.18,3.7838,72.33,25.067,1,0,0,0,1.5
1992,33.2,3.7837,72.32,25.067,1,0,0,0,1.5
1993,33.22,3.7836,72.31,25.067,1,0,0,0,1.5
1994,33.23,3.7835,72.29,25.067,1,0,0,0,1.5
1995,33.25,3.7834,72.28,25.067,1,0,0,0,1.5
1996,33.27,3.7833,72.26,25.067,1,0,0,0,1.5
1997,33.28,3.7833,72.25,25.067,1,0,0,0,1.5
1998,33.3,3.7832,72.24,25.067,1,0,0,0,1.5
1999,33.32,3.7831,72.22,25.067,1,0,0,0,1.5
2000,33.33,3.783,72.21,25.067,1,0,0,0,1.5
2001,33.35,3.7829,72.19,25.067,1,0,0,0,1.5
2002,33.37,3.7828,72.18,25.067,1,0,0,0,1.5
2003,33.38,3.7827,72.17,25.067,1,0,0,0,1.5
2004,33.4,3.7826,72.15,25.067,1,0,0,0,1.5
2005,33.42,3.7825,72.14,25.067,1,0,0,0,1.5
2006,33.43,3.7824,72.13,25.067,1,0,0,0,1.5
2007,33.45,3.7823,72.11,25.067,1,0,0,0,1.5
2008,33.47,3.7822,72.1,25.067,1,0,0,0,1.5
2009,33.48,3.7821,72.08,25.067,1,0,0,0,1.5
2010,33.5,3.782,72.07,25.067,1,0,0,0,1.5
2011,33.52,3.7819,72.06,25.067,1,0,0,0,1.5
2012,33.53,3.7818,72.04,25.067,1,0,0,0,1.5
2013,33.55,3.7817,72.03,25.067,1,0,0,0,1.5
2014,33.57,3.7816,72.01,25.067,1,0,0,0,1.5
2015,33.58,3.7815,72.0,25.067,1,0,0,0,1.5
2016,33.6,3.7814,71.99,25.067,1,0,0,0,1.5
2017,33.62,3.7813,71.97,25.067,1,0,0,0,1.5
2018,33.63,3.7812,71.96,25.067,1,0,0,0,1.5
2019,33.65,3.7811,71.94,25.067,1,0,0,0,1.5
2020,33.67,3.781,71.93,25.067,1,0,0,0,1.5
2021,33.68,3.7809,71.92,25.067,1,0,0,0,1.5
2022,33.7,3.7808,71.9,25.067,1,0,0,0,1.5
2023,33.72,3.7807,71.89,25.067,1,0,0,0,1.5
2024,33.73,3.7806,71.88,25.067,1,0,0,0,1.5
2025,33.75,3.7805,71.86,25.067,1,0,0,0,1.5
2026,33.77,3.7804,71.85,25.067,1,0,0,0,1.5
2027,33.78,3.7803,71.83,25.067,1,0,0,0,1.5
2028,33.8,3.7802,71.82,25.067,1,0,0,0,1.5
2029,33.82,3.7801,71.81,25.067,1,0,0,0,1.5
2030,33.83,3.78,71.79,25.067,1,0,0,0,1.5
2031,33.85,3.7799,71.78,25.067,1,0,0,0,1.5
2032,33.87,3.7798,71.76,25.067,1,0,0,0,1.5
2033,33.88,3.7798,71.75,25.067,1,0,0,0,1.5
2034,33.9,3.7797,71.74,25.067,1,0,0,0,1.5
2035,33.92,3.7796,71.72,25.067,1,0,0,0,1.5
2036,33.93,3.7795,71.71,25.067,1,0,0,0,1.5
2037,33.95,3.7794,71.69,25.067,1,0,0,0,1.5
2038,33.97,3.7793,71.68,25.067,1,0,0,0,1.5
2039,33.98,3.7792,71.67,25.067,1,0,0,0,1.5
2040,34.0,3.7791,71.65,25.067,1,0,0,0,1.5
2041,34.02,3.779,71.64,25.067,1,0,0,0,1.5
2042,34.03,3.7789,71.63,25.067,1,0,0,0,1.5
2043,34.05,3.7788,71.61,25.067,1,0,0,0,1.5
2044,34.07,3.7787,71.6,25.067,1,0,0,0,1.5
2045,34.08,3.7786,71.58,25.067,1,0,0,0,1.5
2046,34.1,3.7785,71.57,25.067,1,0,0,0,1.5
2047,34.12,3.7784,71.56,25.067,1,0,0,0,1.5
2048,34.13,3.7783,71.54,25.067,1,0,0,0,1.5
2049,34.15,3.7782,71.53,25.067,1,0,0,0,1.5
2050,34.17,3.7781,71.51,25.067,1,0,0,0,1.5
2051,34.18,3.778,71.5,25.067,1,0,0,0,1.5
2052,34.2,3.7779,71.49,25.067,1,0,0,0,1.5
2053,34.22,3.7778,71.47,25.067,1,0,0,0,1.5
2054,34.23,3.7777,71.46,25.067,1,0,0,0,1.5
2055,34.25,3.7776,71.44,25.067,1,0,0,0,1.5
2056,34.27,3.7775,71.43,25.067,1,0,0,0,1.5
2057,34.28,3.7774,71.42,25.067,1,0,0,0,1.5
2058,34.3,3.7773,71.4,25.067,1,0,0,0,1.5
2059,34.32,3.7772,71.39,25.067,1,0,0,0,1.5
2060,34.33,3.7771,71.38,25.067,1,0,0,0,1.5
2061,34.35,3.777,71.36,25.067,1,0,0,0,1.5
2062,34.37,3.7769,71.35,25.067,1,0,0,0,1.5
2063,34.38,3.7768,71.33,25.067,1,0,0,0,1.5
2064,34.4,3.7767,71.32,25.067,1,0,0,0,1.5
2065,34.42,3.7766,71.31,25.067,1,0,0,0,1.5
2066,34.43,3.7765,71.29,25.067,1,0,0,0,1.5
2067,34.45,3.7764,71.28,25.067,1,0,0,0,1.5
2068,34.47,3.7763,71.26,25.067,1,0,0,0,1.5
2069,34.48,3.7763,71.25,25.067,1,0,0,0,1.5
2070,34.5,3.7762,71.24,25.067,1,0,0,0,1.5
2071,34.52,3.7761,71.22,25.067,1,0,0,0,1.5
2072,34.53,3.776,71.21,25.067,1,0,0,0,1.5
2073,34.55,3.7759,71.19,25.067,1,0,0,0,1.5
2074,34.57,3.7758,71.18,25.067,1,0,0,0,1.5
2075,34.58,3.7757,71.17,25.067,1,0,0,0,1.5
2076,34.6,3.7756,71.15,25.067,1,0,0,0,1.5
2077,34.62,3.7755,71.14,25.067,1,0,0,0,1.5
2078,34.63,3.7754,71.13,25.067,1,0,0,0,1.5
2079,34.65,3.7753,71.11,25.067,1,0,0,0,1.5
2080,34.67,3.7752,71.1,25.067,1,0,0,0,1.5
2081,34.68,3.7751,71.08,25.067,1,0,0,0,1.5
2082,34.7,3.775,71.07,25.067,1,0,0,0,1.5
2083,34.72,3.7749,71.06,25.067,1,0,0,0,1.5
2084,34.73,3.7748,71.04,25.067,1,0,0,0,1.5
2085,34.75,3.7747,71.03,25.067,1,0,0,0,1.5
2086,34.77,3.7746,71.01,25.067,1,0,0,0,1.5
2087,34.78,3.7745,71.0,25.067,1,0,0,0,1.5
2088,34.8,3.7744,70.99,25.067,1,0,0,0,1.5
2089,34.82,3.7743,70.97,25.067,1,0,0,0,1.5
2090,34.83,3.7742,70.96,25.067,1,0,0,0,1.5
2091,34.85,3.7741,70.94,25.067,1,0,0,0,1.5
2092,34.87,3.774,70.93,25.067,1,0,0,0,1.5
2093,34.88,3.7739,70.92,25.067,1,0,0,0,1.5
2094,34.9,3.7738,70.9,25.067,1,0,0,0,1.5
2095,34.92,3.7737,70.89,25.067,1,0,0,0,1.5
2096,34.93,3.7736,70.88,25.067,1,0,0,0,1.5
2097,34.95,3.7735,70.86,25.067,1,0,0,0,1.5
2098,34.97,3.7734,70.85,25.067,1,0,0,0,1.5
2099,34.98,3.7733,70.83,25.067,1,0,0,0,1.5
2100,35.0,3.7732,70.82,25.067,1,0,0,0,1.5
2101,35.02,3.7731,70.81,25.067,1,0,0,0,1.5
2102,35.03,3.773,70.79,25.067,1,0,0,0,1.5
2103,35.05,3.7729,70.78,25.067,1,0,0,0,1.5
2104,35.07,3.7728,70.76,25.067,1,0,0,0,1.5
2105,35.08,3.7728,70.75,25.067,1,0,0,0,1.5
2106,35.1,3.7727,70.74,25.067,1,0,0,0,1.5
2107,35.12,3.7726,70.72,25.067,1,0,0,0,1.5
2108,35.13,3.7725,70.71,25.067,1,0,0,0,1.5
2109,35.15,3.7724,70.69,25.067,1,0,0,0,1.5
2110,35.17,3.7723,70.68,25.067,1,0,0,0,1.5
2111,35.18,3.7722,70.67,25.067,1,0,0,0,1.5
2112,35.2,3.7721,70.65,25.067,1,0,0,0,1.5
2113,35.22,3.772,70.64,25.067,1,0,0,0,1.5
2114,35.23,3.7719,70.63,25.067,1,0,0,0,1.5
2115,35.25,3.7718,70.61,25.067,1,0,0,0,1.5
2116,35.27,3.7717,70.6,25.067,1,0,0,0,1.5
2117,35.28,3.7716,70.58,25.067,1,0,0,0,1.5
2118,35.3,3.7715,70.57,25.067,1,0,0,0,1.5
2119,35.32,3.7714,70.56,25.067,1,0,0,0,1.5
2120,35.33,3.7713,70.54,25.067,1,0,0,0,1.5
2121,35.35,3.7712,70.53,25.067,1,0,0,0,1.5
2122,35.37,3.7711,70.51,25.067,1,0,0,0,1.5
2123,35.38,3.771,70.5,25.067,1,0,0,0,1.5
2124,35.4,3.7709,70.49,25.067,1,0,0,0,1.5
2125,35.42,3.7708,70.47,25.067,1,0,0,0,1.5
2126,35.43,3.7707,70.46,25.067,1,0,0,0,1.5
2127,35.45,3.7706,70.44,25.067,1,0,0,0,1.5
2128,35.47,3.7705,70.43,25.067,1,0,0,0,1.5
2129,35.48,3.7704,70.42,25.067,1,0,0,0,1.5
2130,35.5,3.7703,70.4,25.067,1,0,0,0,1.5
2131,35.52,3.7702,70.39,25.067,1,0,0,0,1.5
2132,35.53,3.7701,70.38,25.067,1,0,0,0,1.5
2133,35.55,3.77,70.36,25.067,1,0,0,0,1.5
2134,35.57,3.7699,70.35,25.067,1,0,0,0,1.5
2135,35.58,3.7698,70.33,25.067,1,0,0,0,1.5
2136,35.6,3.7697,70.32,25.067,1,0,0,0,1.5
2137,35.62,3.7696,70.31,25.067,1,0,0,0,1.5
2138,35.63,3.7695,70.29,25.067,1,0,0,0,1.5
2139,35.65,3.7694,70.28,25.067,1,0,0,0,1.5
2140,35.67,3.7693,70.26,25.067,1,0,0,0,1.5
2141,35.68,3.7693,70.25,25.067,1,0,0,0,1.5
2142,35.7,3.7692,70.24,25.067,1,0,0,0,1.5
2143,35.72,3.7691,70.22,25.067,1,0,0,0,1.5
2144,35.73,3.769,70.21,25.067,1,0,0,0,1.5
2145,35.75,3.7689,70.19,25.067,1,0,0,0,1.5
2146,35.77,3.7688,70.18,25.067,1,0,0,0,1.5
2147,35.78,3.7687,70.17,25.067,1,0,0,0,1.5
2148,35.8,3.7686,70.15,25.067,1,0,0,0,1.5
2149,35.82,3.7685,70.14,25.067,1,0,0,0,1.5
2150,35.83,3.7684,70.13,25.067,1,0,0,0,1.5
2151,35.85,3.7683,70.11,25.067,1,0,0,0,1.5
2152,35.87,3.7682,70.1,25.067,1,0,0,0,1.5
2153,35.88,3.7681,70.08,25.067,1,0,0,0,1.5
2154,35.9,3.768,70.07,25.067,1,0,0,0,1.5
2155,35.92,3.7679,70.06,25.067,1,0,0,0,1.5
2156,35.93,3.7678,70.04,25.067,1,0,0,0,1.5
2157,35.95,3.7677,70.03,25.067,1,0,0,0,1.5
2158,35.97,3.7676,70.01,25.067,1,0,0,0,1.5
2159,35.98,3.7675,70.0,25.067,1,0,0,0,1.5
2160,36.0,3.7674,69.99,25.067,1,0,0,0,1.5
2161,36.02,3.7673,69.97,25.067,1,0,0,0,1.5
2162,36.03,3.7672,69.96,25.067,1,0,0,0,1.5
2163,36.05,3.7671,69.94,25.067,1,0,0,0,1.5
2164,36.07,3.7669,69.93,25.067,1,0,0,0,1.5
2165,36.08,3.7668,69.92,25.067,1,0,0,0,1.5
2166,36.1,3.7667,69.9,25.067,1,0,0,0,1.5
2167,36.12,3.7666,69.89,25.067,1,0,0,0,1.5
2168,36.13,3.7665,69.88,25.067,1,0,0,0,1.5
2169,36.15,3.7664,69.86,25.067,1,0,0,0,1.5
2170,36.17,3.7663,69.85,25.067,1,0,0,0,1.5
2171,36.18,3.7662,69.83,25.067,1,0,0,0,1.5
2172,36.2,3.7661,69.82,25.067,1,0,0,0,1.5
2173,36.22,3.7659,69.81,25.067,1,0,0,0,1.5
2174,36.23,3.7658,69.79,25.067,1,0,0,0,1.5
2175,36.25,3.7657,69.78,25.067,1,0,0,0,1.5
2176,36.27,3.7656,69.76,25.067,1,0,0,0,1.5
2177,36.28,3.7655,69.75,25.067,1,0,0,0,1.5
2178,36.3,3.7654,69.74,25.067,1,0,0,0,1.5
2179,36.32,3.7653,69.72,25.067,1,0,0,0,1.5
2180,36.33,3.7652,69.71,25.067,1,0,0,0,1.5
2181,36.35,3.7651,69.69,25.067,1,0,0,0,1.5
2182,36.37,3.7649,69.68,25.067,1,0,0,0,1.5
2183,36.38,3.7648,69.67,25.067,1,0,0,0,1.5
2184,36.4,3.7647,69.65,25.067,1,0,0,0,1.5
2185,36.42,3.7646,69.64,25.067,1,0,0,0,1.5
2186,36.43,3.7645,69.63,25.067,1,0,0,0,1.5
2187,36.45,3.7644,69.61,25.067,1,0,0,0,1.5
2188,36.47,3.7643,69.6,25.067,1,0,0,0,1.5
2189,36.48,3.7642,69.58,25.067,1,0,0,0,1.5
2190,36.5,3.7641,69.57,25.067,1,0,0,0,1.5
2191,36.52,3.7639,69.56,25.067,1,0,0,0,1.5
2192,36.53,3.7638,69.54,25.067,1,0,0,0,1.5
2193,36.55,3.7637,69.53,25.067,1,0,0,0,1.5
2194,36.57,3.7636,69.51,25.067,1,0,0,0,1.5
2195,36.58,3.7635,69.5,25.067,1,0,0,0,1.5
2196,36.6,3.7634,69.49,25.067,1,0,0,0,1.5
2197,36.62,3.7633,69.47,25.067,1,0,0,0,1.5
2198,36.63,3.7632,69.46,25.067,1,0,0,0,1.5
2199,36.65,3.7631,69.44,25.067,1,0,0,0,1.5
2200,36.67,3.7629,69.43,25.067,1,0,0,0,1.5
2201,36.68,3.7628,69.42,25.067,1,0,0,0,1.5
2202,36.7,3.7627,69.4,25.067,1,0,0,0,1.5
2203,36.72,3.7626,69.39,25.067,1,0,0,0,1.5
2204,36.73,3.7625,69.38,25.067,1,0,0,0,1.5
2205,36.75,3.7624,69.36,25.067,1,0,0,0,1.5
2206,36.77,3.7623,69.35,25.067,1,0,0,0,1.5
2207,36.78,3.7622,69.33,25.067,1,0,0,0,1.5
2208,36.8,3.7621,69.32,25.067,1,0,0,0,1.5
2209,36.82,3.7619,69.31,25.067,1,0,0,0,1.5
2210,36.83,3.7618,69.29,25.067,1,0,0,0,1.5
2211,36.85,3.7617,69.28,25.067,1,0,0,0,1.5
2212,36.87,3.7616,69.26,25.067,1,0,0,0,1.5
2213,36.88,3.7615,69.25,25.067,1,0,0,0,1.5
2214,36.9,3.7614,69.24,25.067,1,0,0,0,1.5
2215,36.92,3.7613,69.22,25.067,1,0,0,0,1.5
2216,36.93,3.7612,69.21,25.067,1,0,0,0,1.5
2217,36.95,3.7611,69.19,25.067,1,0,0,0,1.5
2218,36.97,3.7609,69.18,25.067,1,0,0,0,1.5
2219,36.98,3.7608,69.17,25.067,1,0,0,0,1.5
2220,37.0,3.7607,69.15,25.067,1,0,0,0,1.5
2221,37.02,3.7606,69.14,25.067,1,0,0,0,1.5
2222,37.03,3.7605,69.13,25.067,1,0,0,0,1.5
2223,37.05,3.7604,69.11,25.067,1,0,0,0,1.5
2224,37.07,3.7603,69.1,25.067,1,0,0,0,1.5
2225,37.08,3.7602,69.08,25.067,1,0,0,0,1.5
2226,37.1,3.7601,69.07,25.067,1,0,0,0,1.5
2227,37.12,3.7599,69.06,25.067,1,0,0,0,1.5
2228,37.13,3.7598,69.04,25.067,1,0,0,0,1.5
2229,37.15,3.7597,69.03,25.067,1,0,0,0,1.5
2230,37.17,3.7596,69.01,25.067,1,0,0,0,1.5
2231,37.18,3.7595,69.0,25.067,1,0,0,0,1.5
2232,37.2,3.7594,68.99,25.067,1,0,0,0,1.5
2233,37.22,3.7593,68.97,25.067,1,0,0,0,1.5
2234,37.23,3.7592,68.96,25.067,1,0,0,0,1.5
2235,37.25,3.7591,68.94,25.067,1,0,0,0,1.5
2236,37.27,3.7589,68.93,25.067,1,0,0,0,1.5
2237,37.28,3.7588,68.92,25.067,1,0,0,0,1.5
2238,37.3,3.7587,68.9,25.067,1,0,0,0,1.5
2239,37.32,3.7586,68.89,25.067,1,0,0,0,1.5
2240,37.33,3.7585,68.88,25.067,1,0,0,0,1.5
2241,37.35,3.7584,68.86,25.067,1,0,0,0,1.5
2242,37.37,3.7583,68.85,25.067,1,0,0,0,1.5
2243,37.38,3.7582,68.83,25.067,1,0,0,0,1.5
2244,37.4,3.7581,68.82,25.067,1,0,0,0,1.5
2245,37.42,3.7579,68.81,25.067,1,0,0,0,1.5
2246,37.43,3.7578,68.79,25.067,1,0,0,0,1.5
2247,37.45,3.7577,68.78,25.067,1,0,0,0,1.5
2248,37.47,3.7576,68.76,25.067,1,0,0,0,1.5
2249,37.48,3.7575,68.75,25.067,1,0,0,0,1.5
2250,37.5,3.7574,68.74,25.067,1,0,0,0,1.5
2251,37.52,3.7573,68.72,25.067,1,0,0,0,1.5
