time_s,time_min,voltage_V,soc_pct,temperature_C,relay_closed,fault_overvoltage,fault_undervoltage,fault_overtemp,current_A
0,0.0,4.0873,99.99,25.0,1,0,0,0,1.5
1,0.02,4.0871,99.97,25.0,1,0,0,0,1.5
2,0.03,4.087,99.96,25.001,1,0,0,0,1.5
3,0.05,4.0868,99.94,25.001,1,0,0,0,1.5
4,0.07,4.0866,99.93,25.001,1,0,0,0,1.5
5,0.08,4.0864,99.92,25.001,1,0,0,0,1.5
6,0.1,4.0862,99.9,25.001,1,0,0,0,1.5
7,0.12,4.0861,99.89,25.002,1,0,0,0,1.5
8,0.13,4.0859,99.88,25.002,1,0,0,0,1.5
9,0.15,4.0857,99.86,25.002,1,0,0,0,1.5
10,0.17,4.0855,99.85,25.002,1,0,0,0,1.5
11,0.18,4.0853,99.83,25.002,1,0,0,0,1.5
12,0.2,4.0852,99.82,25.003,1,0,0,0,1.5
13,0.22,4.085,99.81,25.003,1,0,0,0,1.5
14,0.23,4.0848,99.79,25.003,1,0,0,0,1.5
15,0.25,4.0846,99.78,25.003,1,0,0,0,1.5
16,0.27,4.0844,99.76,25.003,1,0,0,0,1.5
17,0.28,4.0843,99.75,25.004,1,0,0,0,1.5
18,0.3,4.0841,99.74,25.004,1,0,0,0,1.5
19,0.32,4.0839,99.72,25.004,1,0,0,0,1.5
20,0.33,4.0837,99.71,25.004,1,0,0,0,1.5
21,0.35,4.0835,99.69,25.004,1,0,0,0,1.5
22,0.37,4.0833,99.68,25.005,1,0,0,0,1.5
23,0.38,4.0832,99.67,25.005,1,0,0,0,1.5
24,0.4,4.083,99.65,25.005,1,0,0,0,1.5
25,0.42,4.0828,99.64,25.005,1,0,0,0,1.5
26,0.43,4.0826,99.62,25.005,1,0,0,0,1.5
27,0.45,4.0824,99.61,25.006,1,0,0,0,1.5
28,0.47,4.0823,99.6,25.006,1,0,0,0,1.5
29,0.48,4.0821,99.58,25.006,1,0,0,0,1.5
30,0.5,4.0819,99.57,25.006,1,0,0,0,1.5
31,0.52,4.0817,99.56,25.006,1,0,0,0,1.5
32,0.53,4.0815,99.54,25.007,1,0,0,0,1.5
33,0.55,4.0814,99.53,25.007,1,0,0,0,1.5
34,0.57,4.0812,99.51,25.007,1,0,0,0,1.5
35,0.58,4.081,99.5,25.007,1,0,0,0,1.5
36,0.6,4.0808,99.49,25.007,1,0,0,0,1.5
37,0.62,4.0806,99.47,25.008,1,0,0,0,1.5
38,0.63,4.0805,99.46,25.008,1,0,0,0,1.5
39,0.65,4.0803,99.44,25.008,1,0,0,0,1.5
40,0.67,4.0801,99.43,25.008,1,0,0,0,1.5
41,0.68,4.0799,99.42,25.008,1,0,0,0,1.5
42,0.7,4.0797,99.4,25.008,1,0,0,0,1.5
43,0.72,4.0796,99.39,25.009,1,0,0,0,1.5
44,0.73,4.0794,99.38,25.009,1,0,0,0,1.5
45,0.75,4.0792,99.36,25.009,1,0,0,0,1.5
46,0.77,4.079,99.35,25.009,1,0,0,0,1.5
47,0.78,4.0788,99.33,25.009,1,0,0,0,1.5
48,0.8,4.0787,99.32,25.01,1,0,0,0,1.5
49,0.82,4.0785,99.31,25.01,1,0,0,0,1.5
50,0.83,4.0783,99.29,25.01,1,0,0,0,1.5
51,0.85,4.0781,99.28,25.01,1,0,0,0,1.5
52,0.87,4.0779,99.26,25.01,1,0,0,0,1.5
53,0.88,4.0777,99.25,25.01,1,0,0,0,1.5
54,0.9,4.0776,99.24,25.011,1,0,0,0,1.5
55,0.92,4.0774,99.22,25.011,1,0,0,0,1.5
56,0.93,4.0772,99.21,25.011,1,0,0,0,1.5
57,0.95,4.077,99.19,25.011,1,0,0,0,1.5
58,0.97,4.0768,99.18,25.011,1,0,0,0,1.5
59,0.98,4.0767,99.17,25.012,1,0,0,0,1.5
60,1.0,4.0765,99.15,25.012,1,0,0,0,1.5
61,1.02,4.0763,99.14,25.012,1,0,0,0,1.5
62,1.03,4.0761,99.12,25.012,1,0,0,0,1.5
63,1.05,4.0759,99.11,25.012,1,0,0,0,1.5
64,1.07,4.0758,99.1,25.012,1,0,0,0,1.5
65,1.08,4.0756,99.08,25.013,1,0,0,0,1.5
66,1.1,4.0754,99.07,25.013,1,0,0,0,1.5
67,1.12,4.0752,99.06,25.013,1,0,0,0,1.5
68,1.13,4.075,99.04,25.013,1,0,0,0,1.5
69,1.15,4.0749,99.03,25.013,1,0,0,0,1.5
70,1.17,4.0747,99.01,25.013,1,0,0,0,1.5
71,1.18,4.0745,99.0,25.014,1,0,0,0,1.5
72,1.2,4.0743,98.99,25.014,1,0,0,0,1.5
73,1.22,4.0741,98.97,25.014,1,0,0,0,1.5
74,1.23,4.074,98.96,25.014,1,0,0,0,1.5
75,1.25,4.0738,98.94,25.014,1,0,0,0,1.5
76,1.27,4.0736,98.93,25.014,1,0,0,0,1.5
77,1.28,4.0734,98.92,25.015,1,0,0,0,1.5
78,1.3,4.0732,98.9,25.015,1,0,0,0,1.5
79,1.32,4.0731,98.89,25.015,1,0,0,0,1.5
80,1.33,4.0729,98.88,25.015,1,0,0,0,1.5
81,1.35,4.0727,98.86,25.015,1,0,0,0,1.5
82,1.37,4.0725,98.85,25.015,1,0,0,0,1.5
83,1.38,4.0723,98.83,25.016,1,0,0,0,1.5
84,1.4,4.0722,98.82,25.016,1,0,0,0,1.5
85,1.42,4.072,98.81,25.016,1,0,0,0,1.5
86,1.43,4.0718,98.79,25.016,1,0,0,0,1.5
87,1.45,4.0716,98.78,25.016,1,0,0,0,1.5
88,1.47,4.0714,98.76,25.016,1,0,0,0,1.5
89,1.48,4.0713,98.75,25.017,1,0,0,0,1.5
90,1.5,4.0711,98.74,25.017,1,0,0,0,1.5
91,1.52,4.0709,98.72,25.017,1,0,0,0,1.5
92,1.53,4.0707,98.71,25.017,1,0,0,0,1.5
93,1.55,4.0705,98.69,25.017,1,0,0,0,1.5
94,1.57,4.0703,98.68,25.017,1,0,0,0,1.5
95,1.58,4.0702,98.67,25.018,1,0,0,0,1.5
96,1.6,4.07,98.65,25.018,1,0,0,0,1.5
97,1.62,4.0698,98.64,25.018,1,0,0,0,1.5
98,1.63,4.0696,98.62,25.018,1,0,0,0,1.5
99,1.65,4.0694,98.61,25.018,1,0,0,0,1.5
100,1.67,4.0693,98.6,25.018,1,0,0,0,1.5
101,1.68,4.0691,98.58,25.018,1,0,0,0,1.5
102,1.7,4.0689,98.57,25.019,1,0,0,0,1.5
103,1.72,4.0687,98.56,25.019,1,0,0,0,1.5
104,1.73,4.0685,98.54,25.019,1,0,0,0,1.5
105,1.75,4.0684,98.53,25.019,1,0,0,0,1.5
106,1.77,4.0682,98.51,25.019,1,0,0,0,1.5
107,1.78,4.068,98.5,25.019,1,0,0,0,1.5
108,1.8,4.0678,98.49,25.02,1,0,0,0,1.5
109,1.82,4.0676,98.47,25.02,1,0,0,0,1.5
110,1.83,4.0675,98.46,25.02,1,0,0,0,1.5
111,1.85,4.0673,98.44,25.02,1,0,0,0,1.5
112,1.87,4.0671,98.43,25.02,1,0,0,0,1.5
113,1.88,4.0669,98.42,25.02,1,0,0,0,1.5
114,1.9,4.0667,98.4,25.02,1,0,0,0,1.5
115,1.92,4.0666,98.39,25.021,1,0,0,0,1.5
116,1.93,4.0664,98.38,25.021,1,0,0,0,1.5
117,1.95,4.0662,98.36,25.021,1,0,0,0,1.5
118,1.97,4.066,98.35,25.021,1,0,0,0,1.5
119,1.98,4.0658,98.33,25.021,1,0,0,0,1.5
120,2.0,4.0657,98.32,25.021,1,0,0,0,1.5
121,2.02,4.0655,98.31,25.021,1,0,0,0,1.5
122,2.03,4.0653,98.29,25.022,1,0,0,0,1.5
123,2.05,4.0651,98.28,25.022,1,0,0,0,1.5
124,2.07,4.0649,98.26,25.022,1,0,0,0,1.5
125,2.08,4.0648,98.25,25.022,1,0,0,0,1.5
126,2.1,4.0646,98.24,25.022,1,0,0,0,1.5
127,2.12,4.0644,98.22,25.022,1,0,0,0,1.5
128,2.13,4.0642,98.21,25.022,1,0,0,0,1.5
129,2.15,4.064,98.19,25.023,1,0,0,0,1.5
130,2.17,4.0638,98.18,25.023,1,0,0,0,1.5
131,2.18,4.0637,98.17,25.023,1,0,0,0,1.5
132,2.2,4.0635,98.15,25.023,1,0,0,0,1.5
133,2.22,4.0633,98.14,25.023,1,0,0,0,1.5
134,2.23,4.0631,98.12,25.023,1,0,0,0,1.5
135,2.25,4.0629,98.11,25.023,1,0,0,0,1.5
136,2.27,4.0628,98.1,25.024,1,0,0,0,1.5
137,2.28,4.0626,98.08,25.024,1,0,0,0,1.5
138,2.3,4.0624,98.07,25.024,1,0,0,0,1.5
139,2.32,4.0622,98.06,25.024,1,0,0,0,1.5
140,2.33,4.062,98.04,25.024,1,0,0,0,1.5
141,2.35,4.0619,98.03,25.024,1,0,0,0,1.5
142,2.37,4.0617,98.01,25.024,1,0,0,0,1.5
143,2.38,4.0615,98.0,25.024,1,0,0,0,1.5
144,2.4,4.0613,97.99,25.025,1,0,0,0,1.5
145,2.42,4.0611,97.97,25.025,1,0,0,0,1.5
146,2.43,4.061,97.96,25.025,1,0,0,0,1.5
147,2.45,4.0608,97.94,25.025,1,0,0,0,1.5
148,2.47,4.0606,97.93,25.025,1,0,0,0,1.5
149,2.48,4.0604,97.92,25.025,1,0,0,0,1.5
150,2.5,4.0602,97.9,25.025,1,0,0,0,1.5
151,2.52,4.0601,97.89,25.026,1,0,0,0,1.5
152,2.53,4.0599,97.88,25.026,1,0,0,0,1.5
153,2.55,4.0597,97.86,25.026,1,0,0,0,1.5
154,2.57,4.0595,97.85,25.026,1,0,0,0,1.5
155,2.58,4.0593,97.83,25.026,1,0,0,0,1.5
156,2.6,4.0592,97.82,25.026,1,0,0,0,1.5
157,2.62,4.059,97.81,25.026,1,0,0,0,1.5
158,2.63,4.0588,97.79,25.026,1,0,0,0,1.5
159,2.65,4.0586,97.78,25.027,1,0,0,0,1.5
160,2.67,4.0584,97.76,25.027,1,0,0,0,1.5
161,2.68,4.0583,97.75,25.027,1,0,0,0,1.5
162,2.7,4.0581,97.74,25.027,1,0,0,0,1.5
163,2.72,4.0579,97.72,25.027,1,0,0,0,1.5
164,2.73,4.0577,97.71,25.027,1,0,0,0,1.5
165,2.75,4.0575,97.69,25.027,1,0,0,0,1.5
166,2.77,4.0573,97.68,25.027,1,0,0,0,1.5
167,2.78,4.0572,97.67,25.028,1,0,0,0,1.5
168,2.8,4.057,97.65,25.028,1,0,0,0,1.5
169,2.82,4.0568,97.64,25.028,1,0,0,0,1.5
170,2.83,4.0566,97.62,25.028,1,0,0,0,1.5
171,2.85,4.0564,97.61,25.028,1,0,0,0,1.5
172,2.87,4.0563,97.6,25.028,1,0,0,0,1.5
173,2.88,4.0561,97.58,25.028,1,0,0,0,1.5
174,2.9,4.0559,97.57,25.028,1,0,0,0,1.5
175,2.92,4.0557,97.56,25.029,1,0,0,0,1.5
176,2.93,4.0555,97.54,25.029,1,0,0,0,1.5
177,2.95,4.0554,97.53,25.029,1,0,0,0,1.5
178,2.97,4.0552,97.51,25.029,1,0,0,0,1.5
179,2.98,4.055,97.5,25.029,1,0,0,0,1.5
180,3.0,4.0548,97.49,25.029,1,0,0,0,1.5
181,3.02,4.0546,97.47,25.029,1,0,0,0,1.5
182,3.03,4.0545,97.46,25.029,1,0,0,0,1.5
183,3.05,4.0543,97.44,25.03,1,0,0,0,1.5
184,3.07,4.0541,97.43,25.03,1,0,0,0,1.5
185,3.08,4.0539,97.42,25.03,1,0,0,0,1.5
186,3.1,4.0537,97.4,25.03,1,0,0,0,1.5
187,3.12,4.0536,97.39,25.03,1,0,0,0,1.5
188,3.13,4.0534,97.38,25.03,1,0,0,0,1.5
189,3.15,4.0532,97.36,25.03,1,0,0,0,1.5
190,3.17,4.053,97.35,25.03,1,0,0,0,1.5
191,3.18,4.0528,97.33,25.03,1,0,0,0,1.5
192,3.2,4.0527,97.32,25.031,1,0,0,0,1.5
193,3.22,4.0525,97.31,25.031,1,0,0,0,1.5
194,3.23,4.0523,97.29,25.031,1,0,0,0,1.5
195,3.25,4.0521,97.28,25.031,1,0,0,0,1.5
196,3.27,4.0519,97.26,25.031,1,0,0,0,1.5
197,3.28,4.0518,97.25,25.031,1,0,0,0,1.5
198,3.3,4.0516,97.24,25.031,1,0,0,0,1.5
199,3.32,4.0514,97.22,25.031,1,0,0,0,1.5
200,3.33,4.0512,97.21,25.032,1,0,0,0,1.5
201,3.35,4.051,97.19,25.032,1,0,0,0,1.5
202,3.37,4.0508,97.18,25.032,1,0,0,0,1.5
203,3.38,4.0507,97.17,25.032,1,0,0,0,1.5
204,3.4,4.0505,97.15,25.032,1,0,0,0,1.5
205,3.42,4.0503,97.14,25.032,1,0,0,0,1.5
206,3.43,4.0501,97.12,25.032,1,0,0,0,1.5
207,3.45,4.0499,97.11,25.032,1,0,0,0,1.5
208,3.47,4.0498,97.1,25.032,1,0,0,0,1.5
209,3.48,4.0496,97.08,25.033,1,0,0,0,1.5
210,3.5,4.0494,97.07,25.033,1,0,0,0,1.5
211,3.52,4.0492,97.06,25.033,1,0,0,0,1.5
212,3.53,4.049,97.04,25.033,1,0,0,0,1.5
213,3.55,4.0489,97.03,25.033,1,0,0,0,1.5
214,3.57,4.0487,97.01,25.033,1,0,0,0,1.5
215,3.58,4.0485,97.0,25.033,1,0,0,0,1.5
216,3.6,4.0483,96.99,25.033,1,0,0,0,1.5
217,3.62,4.0481,96.97,25.033,1,0,0,0,1.5
218,3.63,4.048,96.96,25.033,1,0,0,0,1.5
219,3.65,4.0478,96.94,25.034,1,0,0,0,1.5
220,3.67,4.0476,96.93,25.034,1,0,0,0,1.5
221,3.68,4.0474,96.92,25.034,1,0,0,0,1.5
222,3.7,4.0472,96.9,25.034,1,0,0,0,1.5
223,3.72,4.0471,96.89,25.034,1,0,0,0,1.5
224,3.73,4.0469,96.88,25.034,1,0,0,0,1.5
225,3.75,4.0467,96.86,25.034,1,0,0,0,1.5
226,3.77,4.0465,96.85,25.034,1,0,0,0,1.5
227,3.78,4.0463,96.83,25.034,1,0,0,0,1.5
228,3.8,4.0462,96.82,25.035,1,0,0,0,1.5
229,3.82,4.046,96.81,25.035,1,0,0,0,1.5
230,3.83,4.0458,96.79,25.035,1,0,0,0,1.5
231,3.85,4.0456,96.78,25.035,1,0,0,0,1.5
232,3.87,4.0454,96.76,25.035,1,0,0,0,1.5
233,3.88,4.0453,96.75,25.035,1,0,0,0,1.5
234,3.9,4.0451,96.74,25.035,1,0,0,0,1.5
235,3.92,4.0449,96.72,25.035,1,0,0,0,1.5
236,3.93,4.0447,96.71,25.035,1,0,0,0,1.5
237,3.95,4.0445,96.69,25.035,1,0,0,0,1.5
238,3.97,4.0443,96.68,25.036,1,0,0,0,1.5
239,3.98,4.0442,96.67,25.036,1,0,0,0,1.5
240,4.0,4.044,96.65,25.036,1,0,0,0,1.5
241,4.02,4.0438,96.64,25.036,1,0,0,0,1.5
242,4.03,4.0436,96.62,25.036,1,0,0,0,1.5
243,4.05,4.0434,96.61,25.036,1,0,0,0,1.5
244,4.07,4.0433,96.6,25.036,1,0,0,0,1.5
245,4.08,4.0431,96.58,25.036,1,0,0,0,1.5
246,4.1,4.0429,96.57,25.036,1,0,0,0,1.5
247,4.12,4.0427,96.56,25.036,1,0,0,0,1.5
248,4.13,4.0425,96.54,25.037,1,0,0,0,1.5
249,4.15,4.0424,96.53,25.037,1,0,0,0,1.5
250,4.17,4.0422,96.51,25.037,1,0,0,0,1.5
251,4.18,4.042,96.5,25.037,1,0,0,0,1.5
252,4.2,4.0418,96.49,25.037,1,0,0,0,1.5
253,4.22,4.0416,96.47,25.037,1,0,0,0,1.5
254,4.23,4.0415,96.46,25.037,1,0,0,0,1.5
255,4.25,4.0413,96.44,25.037,1,0,0,0,1.5
256,4.27,4.0411,96.43,25.037,1,0,0,0,1.5
257,4.28,4.0409,96.42,25.037,1,0,0,0,1.5
258,4.3,4.0407,96.4,25.037,1,0,0,0,1.5
259,4.32,4.0406,96.39,25.038,1,0,0,0,1.5
260,4.33,4.0404,96.38,25.038,1,0,0,0,1.5
261,4.35,4.0402,96.36,25.038,1,0,0,0,1.5
262,4.37,4.04,96.35,25.038,1,0,0,0,1.5
263,4.38,4.0398,96.33,25.038,1,0,0,0,1.5
264,4.4,4.0397,96.32,25.038,1,0,0,0,1.5
265,4.42,4.0395,96.31,25.038,1,0,0,0,1.5
266,4.43,4.0393,96.29,25.038,1,0,0,0,1.5
267,4.45,4.0391,96.28,25.038,1,0,0,0,1.5
268,4.47,4.0389,96.26,25.038,1,0,0,0,1.5
269,4.48,4.0388,96.25,25.039,1,0,0,0,1.5
270,4.5,4.0386,96.24,25.039,1,0,0,0,1.5
271,4.52,4.0384,96.22,25.039,1,0,0,0,1.5
272,4.53,4.0382,96.21,25.039,1,0,0,0,1.5
273,4.55,4.038,96.19,25.039,1,0,0,0,1.5
274,4.57,4.0378,96.18,25.039,1,0,0,0,1.5
275,4.58,4.0377,96.17,25.039,1,0,0,0,1.5
276,4.6,4.0375,96.15,25.039,1,0,0,0,1.5
277,4.62,4.0373,96.14,25.039,1,0,0,0,1.5
278,4.63,4.0371,96.13,25.039,1,0,0,0,1.5
279,4.65,4.0369,96.11,25.039,1,0,0,0,1.5
280,4.67,4.0368,96.1,25.039,1,0,0,0,1.5
281,4.68,4.0366,96.08,25.04,1,0,0,0,1.5
282,4.7,4.0364,96.07,25.04,1,0,0,0,1.5
283,4.72,4.0362,96.06,25.04,1,0,0,0,1.5
284,4.73,4.036,96.04,25.04,1,0,0,0,1.5
285,4.75,4.0359,96.03,25.04,1,0,0,0,1.5
286,4.77,4.0357,96.01,25.04,1,0,0,0,1.5
287,4.78,4.0355,96.0,25.04,1,0,0,0,1.5
288,4.8,4.0353,95.99,25.04,1,0,0,0,1.5
289,4.82,4.0351,95.97,25.04,1,0,0,0,1.5
290,4.83,4.035,95.96,25.04,1,0,0,0,1.5
291,4.85,4.0348,95.94,25.04,1,0,0,0,1.5
292,4.87,4.0346,95.93,25.041,1,0,0,0,1.5
293,4.88,4.0344,95.92,25.041,1,0,0,0,1.5
294,4.9,4.0342,95.9,25.041,1,0,0,0,1.5
295,4.92,4.0341,95.89,25.041,1,0,0,0,1.5
296,4.93,4.0339,95.88,25.041,1,0,0,0,1.5
297,4.95,4.0337,95.86,25.041,1,0,0,0,1.5
298,4.97,4.0335,95.85,25.041,1,0,0,0,1.5
299,4.98,4.0333,95.83,25.041,1,0,0,0,1.5
300,5.0,4.0332,95.82,25.041,1,0,0,0,1.5
301,5.02,4.033,95.81,25.041,1,0,0,0,1.5
302,5.03,4.0328,95.79,25.041,1,0,0,0,1.5
303,5.05,4.0326,95.78,25.041,1,0,0,0,1.5
304,5.07,4.0324,95.76,25.042,1,0,0,0,1.5
305,5.08,4.0323,95.75,25.042,1,0,0,0,1.5
306,5.1,4.0321,95.74,25.042,1,0,0,0,1.5
307,5.12,4.0319,95.72,25.042,1,0,0,0,1.5
308,5.13,4.0317,95.71,25.042,1,0,0,0,1.5
309,5.15,4.0315,95.69,25.042,1,0,0,0,1.5
310,5.17,4.0313,95.68,25.042,1,0,0,0,1.5
311,5.18,4.0312,95.67,25.042,1,0,0,0,1.5
312,5.2,4.031,95.65,25.042,1,0,0,0,1.5
313,5.22,4.0308,95.64,25.042,1,0,0,0,1.5
314,5.23,4.0306,95.63,25.042,1,0,0,0,1.5
315,5.25,4.0304,95.61,25.042,1,0,0,0,1.5
316,5.27,4.0303,95.6,25.042,1,0,0,0,1.5
317,5.28,4.0301,95.58,25.043,1,0,0,0,1.5
318,5.3,4.0299,95.57,25.043,1,0,0,0,1.5
319,5.32,4.0297,95.56,25.043,1,0,0,0,1.5
320,5.33,4.0295,95.54,25.043,1,0,0,0,1.5
321,5.35,4.0294,95.53,25.043,1,0,0,0,1.5
322,5.37,4.0292,95.51,25.043,1,0,0,0,1.5
323,5.38,4.029,95.5,25.043,1,0,0,0,1.5
324,5.4,4.0288,95.49,25.043,1,0,0,0,1.5
325,5.42,4.0286,95.47,25.043,1,0,0,0,1.5
326,5.43,4.0285,95.46,25.043,1,0,0,0,1.5
327,5.45,4.0283,95.44,25.043,1,0,0,0,1.5
328,5.47,4.0281,95.43,25.043,1,0,0,0,1.5
329,5.48,4.0279,95.42,25.043,1,0,0,0,1.5
330,5.5,4.0277,95.4,25.044,1,0,0,0,1.5
331,5.52,4.0276,95.39,25.044,1,0,0,0,1.5
332,5.53,4.0274,95.38,25.044,1,0,0,0,1.5
333,5.55,4.0272,95.36,25.044,1,0,0,0,1.5
334,5.57,4.027,95.35,25.044,1,0,0,0,1.5
335,5.58,4.0268,95.33,25.044,1,0,0,0,1.5
336,5.6,4.0267,95.32,25.044,1,0,0,0,1.5
337,5.62,4.0265,95.31,25.044,1,0,0,0,1.5
338,5.63,4.0263,95.29,25.044,1,0,0,0,1.5
339,5.65,4.0261,95.28,25.044,1,0,0,0,1.5
340,5.67,4.0259,95.26,25.044,1,0,0,0,1.5
341,5.68,4.0258,95.25,25.044,1,0,0,0,1.5
342,5.7,4.0256,95.24,25.044,1,0,0,0,1.5
343,5.72,4.0254,95.22,25.045,1,0,0,0,1.5
344,5.73,4.0252,95.21,25.045,1,0,0,0,1.5
345,5.75,4.025,95.19,25.045,1,0,0,0,1.5
346,5.77,4.0248,95.18,25.045,1,0,0,0,1.5
347,5.78,4.0247,95.17,25.045,1,0,0,0,1.5
348,5.8,4.0245,95.15,25.045,1,0,0,0,1.5
349,5.82,4.0243,95.14,25.045,1,0,0,0,1.5
350,5.83,4.0241,95.12,25.045,1,0,0,0,1.5
351,5.85,4.0239,95.11,25.045,1,0,0,0,1.5
352,5.87,4.0238,95.1,25.045,1,0,0,0,1.5
353,5.88,4.0236,95.08,25.045,1,0,0,0,1.5
354,5.9,4.0234,95.07,25.045,1,0,0,0,1.5
355,5.92,4.0232,95.06,25.045,1,0,0,0,1.5
356,5.93,4.023,95.04,25.045,1,0,0,0,1.5
357,5.95,4.0229,95.03,25.045,1,0,0,0,1.5
358,5.97,4.0227,95.01,25.046,1,0,0,0,1.5
359,5.98,4.0225,95.0,25.046,1,0,0,0,1.5
360,6.0,4.0223,94.99,25.046,1,0,0,0,1.5
361,6.02,4.0221,94.97,25.046,1,0,0,0,1.5
362,6.03,4.022,94.96,25.046,1,0,0,0,1.5
363,6.05,4.0218,94.94,25.046,1,0,0,0,1.5
364,6.07,4.0216,94.93,25.046,1,0,0,0,1.5
365,6.08,4.0214,94.92,25.046,1,0,0,0,1.5
366,6.1,4.0212,94.9,25.046,1,0,0,0,1.5
367,6.12,4.0211,94.89,25.046,1,0,0,0,1.5
368,6.13,4.0209,94.88,25.046,1,0,0,0,1.5
369,6.15,4.0207,94.86,25.046,1,0,0,0,1.5
370,6.17,4.0205,94.85,25.046,1,0,0,0,1.5
371,6.18,4.0203,94.83,25.046,1,0,0,0,1.5
372,6.2,4.0202,94.82,25.046,1,0,0,0,1.5
373,6.22,4.02,94.81,25.047,1,0,0,0,1.5
374,6.23,4.0198,94.79,25.047,1,0,0,0,1.5
375,6.25,4.0196,94.78,25.047,1,0,0,0,1.5
376,6.27,4.0194,94.76,25.047,1,0,0,0,1.5
377,6.28,4.0193,94.75,25.047,1,0,0,0,1.5
378,6.3,4.0191,94.74,25.047,1,0,0,0,1.5
379,6.32,4.0189,94.72,25.047,1,0,0,0,1.5
380,6.33,4.0187,94.71,25.047,1,0,0,0,1.5
381,6.35,4.0185,94.69,25.047,1,0,0,0,1.5
382,6.37,4.0183,94.68,25.047,1,0,0,0,1.5
383,6.38,4.0182,94.67,25.047,1,0,0,0,1.5
384,6.4,4.018,94.65,25.047,1,0,0,0,1.5
385,6.42,4.0178,94.64,25.047,1,0,0,0,1.5
386,6.43,4.0176,94.62,25.047,1,0,0,0,1.5
387,6.45,4.0174,94.61,25.047,1,0,0,0,1.5
388,6.47,4.0173,94.6,25.048,1,0,0,0,1.5
389,6.48,4.0171,94.58,25.048,1,0,0,0,1.5
390,6.5,4.0169,94.57,25.048,1,0,0,0,1.5
391,6.52,4.0167,94.56,25.048,1,0,0,0,1.5
392,6.53,4.0165,94.54,25.048,1,0,0,0,1.5
393,6.55,4.0164,94.53,25.048,1,0,0,0,1.5
394,6.57,4.0162,94.51,25.048,1,0,0,0,1.5
395,6.58,4.016,94.5,25.048,1,0,0,0,1.5
396,6.6,4.0158,94.49,25.048,1,0,0,0,1.5
397,6.62,4.0156,94.47,25.048,1,0,0,0,1.5
398,6.63,4.0155,94.46,25.048,1,0,0,0,1.5
399,6.65,4.0153,94.44,25.048,1,0,0,0,1.5
400,6.67,4.0151,94.43,25.048,1,0,0,0,1.5
401,6.68,4.0149,94.42,25.048,1,0,0,0,1.5
402,6.7,4.0147,94.4,25.048,1,0,0,0,1.5
403,6.72,4.0146,94.39,25.048,1,0,0,0,1.5
404,6.73,4.0144,94.37,25.048,1,0,0,0,1.5
405,6.75,4.0142,94.36,25.049,1,0,0,0,1.5
406,6.77,4.014,94.35,25.049,1,0,0,0,1.5
407,6.78,4.0138,94.33,25.049,1,0,0,0,1.5
408,6.8,4.0137,94.32,25.049,1,0,0,0,1.5
409,6.82,4.0135,94.31,25.049,1,0,0,0,1.5
410,6.83,4.0133,94.29,25.049,1,0,0,0,1.5
411,6.85,4.0131,94.28,25.049,1,0,0,0,1.5
412,6.87,4.0129,94.26,25.049,1,0,0,0,1.5
413,6.88,4.0128,94.25,25.049,1,0,0,0,1.5
414,6.9,4.0126,94.24,25.049,1,0,0,0,1.5
415,6.92,4.0124,94.22,25.049,1,0,0,0,1.5
416,6.93,4.0122,94.21,25.049,1,0,0,0,1.5
417,6.95,4.012,94.19,25.049,1,0,0,0,1.5
418,6.97,4.0118,94.18,25.049,1,0,0,0,1.5
419,6.98,4.0117,94.17,25.049,1,0,0,0,1.5
420,7.0,4.0115,94.15,25.049,1,0,0,0,1.5
421,7.02,4.0113,94.14,25.049,1,0,0,0,1.5
422,7.03,4.0111,94.12,25.05,1,0,0,0,1.5
423,7.05,4.0109,94.11,25.05,1,0,0,0,1.5
424,7.07,4.0108,94.1,25.05,1,0,0,0,1.5
425,7.08,4.0106,94.08,25.05,1,0,0,0,1.5
426,7.1,4.0104,94.07,25.05,1,0,0,0,1.5
427,7.12,4.0102,94.06,25.05,1,0,0,0,1.5
428,7.13,4.01,94.04,25.05,1,0,0,0,1.5
429,7.15,4.0099,94.03,25.05,1,0,0,0,1.5
430,7.17,4.0097,94.01,25.05,1,0,0,0,1.5
431,7.18,4.0095,94.0,25.05,1,0,0,0,1.5
432,7.2,4.0093,93.99,25.05,1,0,0,0,1.5
433,7.22,4.0091,93.97,25.05,1,0,0,0,1.5
434,7.23,4.009,93.96,25.05,1,0,0,0,1.5
435,7.25,4.0088,93.94,25.05,1,0,0,0,1.5
436,7.27,4.0086,93.93,25.05,1,0,0,0,1.5
437,7.28,4.0084,93.92,25.05,1,0,0,0,1.5
438,7.3,4.0082,93.9,25.05,1,0,0,0,1.5
439,7.32,4.0081,93.89,25.05,1,0,0,0,1.5
440,7.33,4.0079,93.87,25.051,1,0,0,0,1.5
441,7.35,4.0077,93.86,25.051,1,0,0,0,1.5
442,7.37,4.0075,93.85,25.051,1,0,0,0,1.5
443,7.38,4.0073,93.83,25.051,1,0,0,0,1.5
444,7.4,4.0072,93.82,25.051,1,0,0,0,1.5
445,7.42,4.007,93.81,25.051,1,0,0,0,1.5
446,7.43,4.0068,93.79,25.051,1,0,0,0,1.5
447,7.45,4.0066,93.78,25.051,1,0,0,0,1.5
448,7.47,4.0064,93.76,25.051,1,0,0,0,1.5
449,7.48,4.0062,93.75,25.051,1,0,0,0,1.5
450,7.5,4.0061,93.74,25.051,1,0,0,0,1.5
